Country,OrgName,InstNameEnglish,OrgGUID
Bolivia,Universidad Nacional Ecológica,National University of Ecology,{1BC2EF60-AA89-4529-A9C4-DD7217A60571}
Bolivia,Universidad Nuestra Señora de La Paz,Nuestra Señora de La Paz University,{D6AD4D8E-F3AA-4508-B583-12D71EDDAB51}
Bolivia,Universidad Nur,Nur University,{1455483F-97AC-11D5-8B30-006097D24B11}
Bolivia,Universidad para la Investigación Estratégica en Bolivia,University for Strategic Research in Bolivia,{DFC9F46A-9343-4140-93C4-924712B90ECF}
Bolivia,Universidad Pedagógica Mariscal Sucre,Mariscal Sucre Pedagogical University,{C933F8B2-6379-4E8A-AA23-DD47AF97E793}
Bolivia,Universidad Privada Abierta Latinoamericana,Latin American Private Open University,{62509252-8B81-4B9D-B163-286A862AB4B9}
Bolivia,Universidad Privada Boliviana,"Bolivian Private University, Cochabamba",{FB1B181F-9BAA-11D5-8930-000102094A46}
Bolivia,Universidad Privada Cumbre,Cumbre Private University,{23CE3113-259D-4FD1-B26A-4611948082D7}
Bolivia,Universidad Privada de Oruro,Private University of Oruro,{CB33354B-36B7-4E7F-B6C5-23EDDE4BD06F}
Bolivia,Universidad Privada de Santa Cruz de la Sierra,Private University of Santa Cruz de la Sierra,{4A36B31F-97AE-11D5-8B30-006097D24B11}
Bolivia,Universidad Privada Del Chaco,Del Chaco Private University,{08176554-C473-455D-993F-6E4D1FD50A89}
Bolivia,Universidad Privada del Valle,Private University of the Valley,{9D2BB3CF-EE02-467D-ABB2-197A8DDCBCC6}
Bolivia,Universidad Privada Domingo Savio S.A.,Domingo Savio S.A. Private University,{1D18BD01-1A37-4BA3-83DD-F4D6A51BAF0F}
Bolivia,Universidad Privada Franz Tamayo,Franz Tamayo Private University,{46A2675A-6B3C-4081-9054-BFB7D16098FF}
Bolivia,Universidad Privada Prouniversidad,Prouniversidad Private University,{D19B2C3A-12A4-4584-AE42-12FF949BF3CF}
Bolivia,Universidad Pública de El Alto,El Alto Public University,{40B88DE1-5A8A-412E-8BFE-D03CBC6A7395}
Bolivia,Universidad Real,Royal University,{6279888A-D6DC-11D7-8C91-0040F44DAC45}
Bolivia,Universidad Saint Paul,Saint Paul University,{AC18907E-48C5-4C8D-83C1-CE89E0371420}
Bolivia,Universidad Salesiana de Bolivia,Salesian University of Bolivia,{90BFC1A2-D6F0-11D7-8C91-0040F44DAC45}
Bolivia,Universidad San Francisco de Asís,San Francisco de Asís University,{CA31F78E-390C-4D67-8A1D-1DD67C7E92D3}
Bolivia,Universidad Técnica de Oruro,Technical University of Oruro,{CAC6E489-78B5-11D2-BE74-0080C87A0525}
Bolivia,Universidad Técnica Privada Cosmos,Cosmos Private Technical University,{24B2FFD2-3F84-430B-96BD-3599A958A905}
Bolivia,Universidad Tecnológica Boliviana,Bolivian University of Technology,{2CE0237F-9D83-4DAB-8646-C4BE819A861E}
Bolivia,Universidad Tecnológica Privada de Santa Cruz,Technological Private University of Santa Cruz,{90BFC1D1-D6F0-11D7-8C91-0040F44DAC45}
Bolivia,Universidad Unidad,Unity University,{BE8D6B5A-43C9-4806-924B-80298EE0CF74}
Bolivia,Universidad Unión Bolivariana,Bolivar Union University,{B37C77EA-2ED5-4F32-A80F-73B87DEA39CB}
Bosnia and Herzegovina,Americki Univerzitet u Bosni i Hercegovini,American University in Bosnia and Herzegovina,{565DE9AE-F2BD-4C2F-AAB8-AFE742269C8E}
Bosnia and Herzegovina,Internacionalni Univerzitet Travnik,International University of Travnik,{55DA82A1-643B-4063-812F-893671E3C842}
Bosnia and Herzegovina,Internacionalni Univerzitet u Sarajevu,International University of Sarajevo,{92526E8F-277B-45A9-A111-6659402EE869}
Bosnia and Herzegovina,International Burch University,,{6319B532-09DD-496C-99B6-B566096062E6}
Bosnia and Herzegovina,Koledž za informatiku i menadžment Janjoš,Janjos College of Informatics and Management,{DB594612-997B-4808-80E9-80CE14746F76}
Bosnia and Herzegovina,Koledž zdravstvene njege,College of Medical Care,{A84D7C75-3478-4753-B522-AAAA8B781875}
Bosnia and Herzegovina,Komunikološki koledž u Banjaluci,Banja Luka College of Communications Kappa Phi,{B91D6C4C-5323-4F28-8420-BD0B92DDB155}
Bosnia and Herzegovina,Nezavisni Univerzitet Banja Luka,Autonomous University of Banja Luka,{3EC9E33F-1F36-428B-8B56-2F991243F3CD}
Bosnia and Herzegovina,Panevropski univerzitet Apeiron,Paneuropean University Apeiron,{7590955C-573A-4DEF-B263-641539940FCE}
Bosnia and Herzegovina,Sarajevo School of Science and Technology,,{CA22C516-075C-4F3C-A571-9C367154C16C}
Bosnia and Herzegovina,Slobomir P Univerzitet,Slobomir P University,{3C7F2D8C-9C08-4771-8D75-F3F0DDD36A09}
Bosnia and Herzegovina,Sveuèilište u Mostaru,University of Mostar,{F99A12CA-3384-11D3-8B24-006097D24B11}
Bosnia and Herzegovina,"Sveuèilište/Univerzitet ""VITEZ"" Travnik",Open University Travnik,{F2F9F0B6-FF33-4239-A101-4F3B5A27C26E}
Bosnia and Herzegovina,"Univerzitet 'Džemal Bijediæ', Mostar",Džemal Bijediæ University  of Mostar,{CAC6E3C9-78B5-11D2-BE74-0080C87A0525}
Bosnia and Herzegovina,Univerzitet Sinergija,University Sinergija,{66721EDF-CA47-4FB7-921D-5449EF9641C3}
Bosnia and Herzegovina,Univerzitet u Banjoj Luci,University of Banja Luka,{CAC6E3C8-78B5-11D2-BE74-0080C87A0525}
Bosnia and Herzegovina,Univerzitet u Bihaæu,University of Bihaæ,{F99A12D9-3384-11D3-8B24-006097D24B11}
Bosnia and Herzegovina,Univerzitet u Istoènom Sarajevu,University of East Sarajevo,{D66CAB6B-D82F-42F1-B9BE-962DA6157932}
Bosnia and Herzegovina,Univerzitet u Sarajevu,University of Sarajevo,{CAC6E3CA-78B5-11D2-BE74-0080C87A0525}
Bosnia and Herzegovina,Univerzitet u Travniku,University of Travnik,{7AE53266-AB79-40EB-8680-CF7430B78753}
Bosnia and Herzegovina,Univerzitet u Tuzli,University of Tuzla,{CAC6E3CB-78B5-11D2-BE74-0080C87A0525}
Bosnia and Herzegovina,Univerzitet u Zenici,University of Zenica,{D0B4A9C2-D342-4485-89CF-52EF86807CF9}
Bosnia and Herzegovina,Univerzitet za Poslovne Studije,University of Business Studies,{DECAB483-A099-41F5-AEF1-A3A67EE4C2A9}
Bosnia and Herzegovina,Univerzitet za Poslovni Inženjering i Menadžment,University for Business Engineering and Management (PIM),{05260826-BAB1-4D2F-B669-33B08E180632}
Bosnia and Herzegovina,Visoka škola Banja Luka koledž,Banja Luka College,{6CD0B151-EC50-446F-904B-0601BF977B4D}
Bosnia and Herzegovina,Visoka škola za primjenjene i pravne nauke Prometej,High College for Applied and Law Sciences PROMETEJ,{F2216F21-992F-45A0-A976-834601A1E3DA}
Botswana,University of Botswana,,{CAC6E739-78B5-11D2-BE74-0080C87A0525}
Brazil,Abeu - Centro Universitário,Abeu University Centre,{C8D2B660-2019-11D3-B8FF-00105AB33FEE}
Brazil,AEI-OSE Faculdades - Organização Superior de Ensino,AEI-OSE Faculties - Higher Educational Organization,{7389021B-0170-11D3-8B23-006097D24B11}
Brazil,Anhanguera Educacional S.A.,,{FEA70856-69F4-466F-971F-E85A6384D554}
Brazil,ÁREA1 - Faculdade de Ciência e Tecnológia,AREA 1 - Faculty of Science and Technology,{B8DFF2C8-ECE1-11D7-8C91-0040F44DAC45}
Brazil,Associação Catarinense de Ensino - Faculdade Guilherme Guimbala,Santa Catarina Association of Education - Guilherme Guimbala Faculty,{CAC6E54C-78B5-11D2-BE74-0080C87A0525}
Brazil,Associação de Ensino Superior do Piauí,Higher Education Association of Piauí,{F5876067-FE59-11D2-B8FF-00105AB33FEE}
Brazil,Associação Educacional Dom Bosco,Dom Bosco Educational Association,{CAC6E524-78B5-11D2-BE74-0080C87A0525}
Brazil,Associação Educacional e Assistencial Santa Lúcia,Santa Lúcia Association for Education and Assistance,{1839287C-0165-11D3-8B23-006097D24B11}
Brazil,Autarquia do Ensino Superior de Garanhuns,Garanhuns Higher Education Quango,{CAC6E668-78B5-11D2-BE74-0080C87A0525}
Brazil,Autarquia Educacional do Belo Jardim,Educational Quango of Belo Jardim,{89A45887-E46D-4836-BB42-28C89DD25CC6}
Brazil,Castelli Escola Superior de Hotelaria,Castelli School of Hostelry,{B8DFF2D0-ECE1-11D7-8C91-0040F44DAC45}
Brazil,Celer Faculdades,Celer Faculties,{C92FA724-0095-11D8-8C91-0040F44DAC45}
Brazil,Centro de Educação Superior - Florianópolis,Higher Education Centre - Florianópolis,{919524B9-F73A-11D2-B8FF-00105AB33FEE}
Brazil,Centro de Educação Superior Barnabita - Faculdade Padre Machado,Barnabita Centre of Higher Education - Father Machado Faculty,{94A91C2C-DDEF-418D-A28F-3774611B6FF2}
Brazil,Centro de Educação Superior de Blumenau,Higher Education Centre of Blumenau,{919524BA-F73A-11D2-B8FF-00105AB33FEE}
Brazil,Centro de Ensino da Alta Paulista,Education Centre of Alta Paulista,{CAC6E4FC-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro de Ensino Superior Anísio Teixeira,Anísio Teixeira Higher Education Centre,{3E964045-2787-11D5-8B2F-006097D24B11}
Brazil,Centro de Ensino Superior Arcanjo Mikael de Arapiraca,Archangel Michael of Arapiraca Higher Education Centre,{A21E6EC3-2EB5-484D-B08A-60F4A51B2EEA}
Brazil,Centro de Ensino Superior Cenesista de Farroupilha,Cenecist Higher Education Centre of Farroupilha,{919524BF-F73A-11D2-B8FF-00105AB33FEE}
Brazil,Centro de Ensino Superior de Arcoverde,Higher Education Centre of Arcoverde,{CB619ABA-EE88-11D2-8BC7-006097CFC91F}
Brazil,Centro de Ensino Superior de Catalão,Higher Education Centre of Catalão,{CAC6E490-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro de Ensino Superior de Conselheiro Lafaiete,Higher Education Centre of Conselheiro Lafaiete,{9D098958-BA0C-46C2-9BE4-DEBCC06F5F8E}
Brazil,Centro de Ensino Superior de Dracena - Faculdade de Ciências Gerenciais de Dracena,Higher Education Centre of Dracena - Dracena Faculty of Administration,{2218F192-0704-11D3-B8FF-00105AB33FEE}
Brazil,Centro de Ensino Superior de Foz do Iguaçu,Higher Education Centre of Foz do Iguaçu,{ED6DD5D3-0E05-11D3-B8FF-00105AB33FEE}
Brazil,Centro de Ensino Superior de Ilhéus - Faculdade de Ilhéus,Higher Education Centre of Ilhéus - Faculty of Ilhéus,{A378EDC7-6C80-4BC3-96E3-AEB9D05BCA6D}
Brazil,Centro de Ensino Superior de Jataí,Higher Education Centre of Jataí,{CAC6E492-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro de Ensino Superior de Juiz de Fora,Higher Education Centre of Juiz de Fora,{CAC6E493-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro de Ensino Superior de Primavera,Higher Education Centre of Primavera,{D18B6B9D-3346-11D5-8BC8-006097CFC91F}
Brazil,Centro de Ensino Superior de São Gotardo,Higher Education Centre of São Gotardo,{0ED3477B-DADE-4260-9B72-84B6DC3B7924}
Brazil,Centro de Ensino Superior de Uberaba,Higher Education Centre of Uberaba,{462E7F93-C184-4B81-9C21-5A7DE00F0C65}
Brazil,Centro de Ensino Superior de Valença,Higher Education Centre of Valença,{CAC6E495-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro de Ensino Superior de Vitória,Higher Education Centre of Vitória,{919524C0-F73A-11D2-B8FF-00105AB33FEE}
Brazil,Centro de Ensino Superior do Amapá,Higher Education Centre of Amapá,{919524C1-F73A-11D2-B8FF-00105AB33FEE}
Brazil,Centro de Ensino Superior do Vale do Parnaíba,Higher Education Centre of the Valley of Parnaíba,{CAC6E497-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro de Ensino Superior do Vale São Francisco,Higher Education Centre of the San Francisco Valley,{CAC6E649-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro de Ensino Superior dos Campos Gerais,Higher Education Centre of Campos Gerais,{8DBC3CCF-F588-11D7-8C91-0040F44DAC45}
Brazil,Centro de Ensino Superior e Desenvolvimento,Centre for Higher Education and Development,{3B3D0502-0083-11D8-8C91-0040F44DAC45}
Brazil,Centro de Estudos Superiores Aprendiz,Aprendiz Centre of Advanced Studies,{2787871D-62FE-4C34-996E-336C2A79ADF2}
Brazil,Centro de Estudos Superiores de Maceió,Centre of Advanced Studies of Maceió,{C8D2B663-2019-11D3-B8FF-00105AB33FEE}
Brazil,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,Celso Suckow da Fonseca Federal Centre of Technological Education,{CAC6E64C-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Federal de Educação Tecnológica de Minas Gerais,Federal Centre of Technological Education of Minas Gerais,{CAC6E64A-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Regional Universitário de Espirito Santo do Pinhal,Regional University Centre of Espirito Santo do Pinhal,{5EC9C9CF-4CD3-459E-A9BF-9A9A49CE7EF9}
Brazil,Centro Superior de Ensino e Pesquisa de Machado,Teaching and Research Centre of Machado,{CAC6E5B9-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Técnico-Educacional Superior do Oeste Paranaense - União Educacional do Médio Oeste Paranaense,Centre for Technical and Higher Education of Western Parana - Educational Union of the Middle Eastern Region of Parana,{CAC6E49F-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitario - Instituto Metodista Bennett,University Centre - Bennett Methodist Institute,{4B593896-2276-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário Adventista de São Paulo,Adventist University Centre of São Paulo,{9CA3FEA8-0ED4-445F-A397-B2165676A746}
Brazil,Centro Universitário Amparense,University Centre of Amparo,{18392884-0165-11D3-8B23-006097D24B11}
Brazil,Centro Universitário Anhangüera,Anhangüera University Centre,{4B593895-2276-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário Anhanguera de Campo Grande,Anhanguera University Centre of Campo Grande,{C8D2B664-2019-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário Anhanguera de São Paulo,Anhanguera University Centre of São Paulo,{2C6B54A1-CA92-4603-9B81-D07F78F7076C}
Brazil,Centro Universitário Assunção,Assunção University Centre,{C8D2B668-2019-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário Augusto Motta,Augusto Motta University Centre,{CAC6E60A-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Barão de Mauá,Barão de Mauá University Centre,{3EEA7EAA-F364-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitario Barriga Verde,Barriga Verde University Centre,{6DC6A0C2-F5AD-11D7-8C91-0040F44DAC45}
Brazil,Centro Universitário Belas Artes de São Paulo,University Centre of Fine Arts of Sao Paulo,{CAC6E4EC-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Campos de Andrade,Campos de Andrade University Centre,{48F5AF4F-8A2A-4EC4-8589-424DA05D8622}
Brazil,Centro Universitário Capital,Capital University Centre,{3B5FC0AB-19F6-4C25-BD2C-12D561891BC6}
Brazil,Centro Universitário Carioca,Carioca University Centre,{CAC6E4D0-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Católico do Sudoeste do Paraná,Catholic University Centre of the South West of Parana,{CAC6E5A3-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Católico Salesiano Auxilium,Catholic Salesian Auxilium University Centre,{CAC6E4F8-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Celso Lisboa,Celso Lisboa University Centre,{3EEA7EAC-F364-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário Central Paulista,University Centre of Central São Paulo,{CAC6E494-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Claretiano de Batatais,Claretian University Centre of Batatais,{C8D2B66A-2019-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário Curitiba,University Centre of Curitiba,{8A56DFC6-0B83-11D8-8C91-0040F44DAC45}
Brazil,Centro Universitario da Bahia,University Centre of Bahia,{CD4BBCC5-33FE-11D5-8BC8-006097CFC91F}
Brazil,Centro Universitário da Cidade,University Centre of the City,{3EEA7EAE-F364-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário da FEI,University Centre of the FEI,{CAC6E4B5-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário da Fundação Educacional Guaxupé,University Centre of the Educational Foundation of Guaxupé,{CAC6E4F3-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário da Grande Dourados,University Centre of the Grande Dourados Region,{CAC6E610-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário de Anápolis,University Centre of Anápolis,{C8D2B66C-2019-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário de Araraquara,University Centre of Araraquara,{CAC6E631-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitario de Araras Dr Edmunso Ulson,Dr. Edmunso Ulson University Centre of Araras,{CAC6E50E-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário de Barra Mansa,University Centre of Barra Mansa,{CAC6E607-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário de Belo Horizonte,University Centre of Belo Horizonte,{4DA8C566-8971-4831-A64F-045ED61D57C3}
Brazil,Centro Universitário de Brasília,University Centre of Brasilia,{44F0BA43-4159-453F-A517-01E336F6E373}
Brazil,Centro Universitário de Brusque,University Centre of Brusque,{BF022A01-ADBC-468C-931C-A2BCD1F3C381}
Brazil,Centro Universitário de Caratinga,University Centre of Caratinga,{18392876-0165-11D3-8B23-006097D24B11}
Brazil,Centro Universitário de Desenvolvimento do Centro Oeste,University Centre of the Development of the Centre West,{CAC6E622-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitario de Ensino Superior do Amazonas,University Centre of Higher Education of the Amazon,{CAC6E49D-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitario de Formiga,University Centre of Formiga,{CAC6E4A4-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitario de Franca,University Centre of Franca,{45FAE036-F107-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário de Goiás,University Centre of Goias,{CAC6E4C7-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário de Itajubá,University Centre of Itajubá,{CAC6E59A-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário de Jales,University Centre of Jales,{7389021F-0170-11D3-8B23-006097D24B11}
Brazil,Centro Universitário de Jaraguá do Sul,University Centre of Jaraguá do Sul,{CAC6E491-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário de João Pessoa,University Centre of João Pessoa,{3EEA7EB0-F364-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário de Lavras,University Centre of Lavras,{3A53CFFF-7FB4-4A4E-AE8D-70948D0930C4}
Brazil,Centro Universitário de Lins,University Centre of Lins,{CAC6E4AC-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário de Maringá,University Centre of Maringá,{EFC4CAB4-FE61-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário de Patos de Minas,University Centre of Patos de Minas,{9953D028-A4B6-4F36-8EED-E347B4833204}
Brazil,Centro Universitário de Rio Prêto,University Centre of Rio Prêto,{3EEA7EB2-F364-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário de Santo André,University Centre of Santo André,{A4EFF548-A8E8-4CF5-8CF7-D132EEB89E16}
Brazil,Centro Universitario de Sete Lagoas,University Centre of Sete Lagoas,{164E2B1D-DC7C-4F2F-8C76-81CF870BA66E}
Brazil,Centro Universitário de União da Vitória,University Centre of União da Vitória,{3CB30A62-F352-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário de Várzea Grande,University Centre of Várzea Grande,{C9EA7AE8-2405-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário de Volta Redonda,University Centre of Volta Redonda,{7121786F-E9E3-4B76-B1E3-CC92E06D7430}
Brazil,Centro Universitário de Votuporanga,University Centre of Votuporanga,{CAC6E619-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário do Cerrado Patrocínio,University Centre of Cerrado Patrocínio,{CAC6E68E-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitario do Distrito Federal,University Centre of the Federal District,{2535CB7D-A12F-43ED-A459-2735FD08DB06}
Brazil,Centro Universitário do Espirito Santo,University Centre of Espirito Santo,{C8D2B65E-2019-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário do Instituto Mauá de Tecnologia,University Centre of the Mauá Institute of Technology,{397E6AF0-66EA-4D2B-A105-72BC7D834BF3}
Brazil,Centro Universitário do Leste de Minas Gerais,University Centre of Leste Minas Gerais,{A3E8CABD-1F55-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário do Maranhão,University Centre of Maranhão,{4B59389F-2276-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitario do Norte,University Centre of the North,{A3E8CABE-1F55-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário do Norte Paulista,University Centre of Northern São Paulo,{3EEA7EB4-F364-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário do Pará,University Centre of Pará,{CAC6E496-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário do Planalto de Araxá,University Centre of the Araxa Plateau,{60BE8CBA-F27D-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário do Sul de Minas,University Centre of the South of Minas,{345CB052-320A-4F06-8356-D4A0F1760151}
Brazil,Centro Universitário do Triângulo,Triângulo University Centre,{CAC6E61C-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitario Estadual da Zona Oeste,State University Centre of the Western Zone,{4864F9E8-BC0B-4392-819F-AA25CA0CBD11}
Brazil,Centro Universitario Eurípides de Marília,Euripides University Centre of Marilia,{CAC6E501-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Euro-Americano,Euro-American University Centre,{BF8A0BCD-19D5-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitario FEB,FEB University Centre,{ED6DD5D0-0E05-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário FECAP,FECAP University Centre,{1207C7D6-1BCB-4615-BA23-63A538A7CBB1}
Brazil,Centro Universitário Feevale,Feevale University Centre,{59292F15-2A66-456F-A365-778167C06577}
Brazil,Centro Universitario FIAM FAAM,FIAM FAAM University Centre,{CAC6E608-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário FIEO,FIEO University Centre,{CAC6E617-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Filadélfia,Filadelfia University Centre,{CAC6E49A-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitario Fluminense,University Centre of the State of Rio de Janeiro,{809EF8C0-1508-11D3-8BC7-006097CFC91F}
Brazil,Centro Universitário Franciscano,Franciscan University Centre,{D9D79BFE-F407-11D2-8BC7-006097CFC91F}
Brazil,Centro Universitário Fundação de Ensino Octávio Bastos,University Centre of the Octávio Bastos Education Foundation,{2E1E1684-0DF2-11D8-8C91-0040F44DAC45}
Brazil,Centro Universitário Fundação Santo André,University Centre of the Santo André Foundation,{CAC6E5A8-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Geraldo Di Biase,Geraldo Di Biase University Centre,{18392870-0165-11D3-8B23-006097D24B11}
Brazil,Centro Universitário Hermínio Ometto de Araras,Hermínio Ometto de Ararras University Centre,{5298C456-2804-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitario Ítalo-Brasileira,Italian-Brazilian University Centre,{76E254B9-FBF1-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário Jorge Amado,Jorge Amado University Centre,{BBC162FD-1772-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário La Salle,La Salle University Centre,{7E16967F-16EC-11D5-8B2F-006097D24B11}
Brazil,Centro Universitário Leonardo da Vinci,Leonardo da Vinci University Centre,{121D09E2-0DEE-11D8-8C91-0040F44DAC45}
Brazil,Centro Universitário Lusíada,Lusíada University Centre,{D9D79C07-F407-11D2-8BC7-006097CFC91F}
Brazil,Centro Universitário Metodista,Methodist University Centre,{C61F6350-F409-43C4-923D-7FAE2F76521C}
Brazil,Centro Universitário Metodista Bennett,Bennett Methodist University Centre,{DB5EAC82-D170-4371-82DB-72D73D1036DA}
Brazil,Centro Universitário Metodista Izabela Hendrix,Izabela Hendrix Methodist University Centre,{CAC6E62B-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Metropolitano de São Paulo,Metropolitan University Centre of São Paulo,{FE0B11C6-4847-4CA4-A7F7-61DA609E429C}
Brazil,Centro Universitário Moacyr Sreder Bastos,Moacyr Sreder Bastos University Centre,{CAC6E621-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitario Módulo,Module University Centre,{4B5938A2-2276-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário Monte Serrat,Monte Serrat University Centre,{D9D79C08-F407-11D2-8BC7-006097CFC91F}
Brazil,Centro Universitário Moura Lacerda,Moura Lacerda University Centre,{CAC6E645-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Municipal de São José,Municipal University Centre of São José,{685F9FC6-E078-4DA5-86A7-81D8C3380E16}
Brazil,Centro Universitário Newton Paiva,Newton Paiva University Centre,{D9D79C09-F407-11D2-8BC7-006097CFC91F}
Brazil,Centro Universitário Nilton Lins,Nilton Lins University Centre,{7E169689-16EC-11D5-8B2F-006097D24B11}
Brazil,Centro Universitário Nossa Senhora do Patrocínio,Our Lady of the Patronage University Centre,{CAC6E5B8-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitario Padre Anchieta,Padre Anchieta University Centre,{CAC6E515-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Paulistano,University Centre of the State of Sao Paulo,{CAC6E5F9-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Planaltodo Distrito Federal - Uniplan,University Centre of the Federal District Plateau - Uniplan,{D8F41ADC-423A-4215-9068-04244A4DB0C9}
Brazil,Centro Universitário Plinio Leite,Plinio Leite University Centre,{7E16968D-16EC-11D5-8B2F-006097D24B11}
Brazil,Centro Universitário Radial,Radial University Centre,{974EBC54-ED13-11D7-8C91-0040F44DAC45}
Brazil,Centro Universitário Ritter dos Reis,Ritter dos Reis University Centre,{CAC6E61A-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário Salesiano de São Paulo,Salesian University Centre of São Paulo,{D9D79C0B-F407-11D2-8BC7-006097CFC91F}
Brazil,Centro Universitário Sant'Anna,Santa Anna University Centre,{7E169691-16EC-11D5-8B2F-006097D24B11}
Brazil,Centro Universitário São Camilo,São Camilo University Centre,{CAC6E4CA-78B5-11D2-BE74-0080C87A0525}
Brazil,Centro Universitário São Camilo - Espírito Santo,São Camilo University Centre - Espírito Santo,{05A68AAE-72EA-4934-A16D-8D7C16162652}
Brazil,Centro Universitário Senac,Senac University Centre,{9ADAA80D-2EA5-4B34-9659-A7BC7C849E40}
Brazil,Centro Universitario Serra dos Orgãos,Serra dos Orgãos University Centre,{C9EA7AEC-2405-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitario Toledo,Toledo University Centre,{C9EA7AE3-2405-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário UNA,UNA University Centre,{2218F196-0704-11D3-B8FF-00105AB33FEE}
Brazil,Centro Universitário UNIRONDON,UNIRONDON University Centre,{76E254D5-FBF1-11D2-B8FF-00105AB33FEE}
Brazil,Centro Universitário Univates,Univates University Centre,{7E169695-16EC-11D5-8B2F-006097D24B11}
Brazil,Centro Universitário Vila Velha,University Centre of Vila Velha,{CAC6E49E-78B5-11D2-BE74-0080C87A0525}
